OrganizationName,Case Number,PatientID,CommonSpeciesName,GeneralSpeciesName,DVertebrate,DateAdmitted,DDateAdmittedYear,Season,DDateAdmittedMonth,DDateAdmittedDOM,DDateAdmittedDOW,Latitude,Longitude,Disposition,UpdatedDisposition,DayOfWeekNumber,MonthNumber
WRMD,2016-1,,virginia opossum,marsupial,Mammal,01/01/2016,2016,Winter,January,1,Friday,38.960822,-77.741824,Died,died in 24hr,4,1
WRMD,2016-3,,black vulture,bird,Bird,01/06/2016,2016,Winter,January,6,Wednesday,-77.738882,39.325379,Died,died in 24hr,2,1
WRMD,2016-9,,barred owl,owl,Bird,01/14/2016,2016,Winter,January,14,Thursday,39.219637,-77.523534,Died,euthanized in 24hr,3,1
WRMD,2016-11,,barred owl,owl,Bird,01/15/2016,2016,Winter,January,15,Friday,39.400742,-78.115627,Released,released,4,1
WRMD,2016-17,,american robin,bird,Bird,01/19/2016,2016,Winter,January,19,Tuesday,39.041987,-77.605404,Released,released,1,1
WRMD,2016-33,,eastern bluebird,bird,Bird,02/03/2016,2016,Winter,February,3,Wednesday,39.049416,-77.519471,Released,released,2,2
WRMD,2016-37,,bald eagle,bird,Bird,02/05/2016,2016,Winter,February,5,Friday,-73.179832,43.610622,Transferred,transferred,4,2
WRMD,2016-38,,cooper's hawk,bird,Bird,02/06/2016,2016,Winter,February,6,Saturday,-78.1448,39.181479,Died,euthanized in 24hr,5,2
WRMD,2016-39,,great blue heron,bird,Bird,02/06/2016,2016,Winter,February,6,Saturday,-77.577312,38.270378,Died,euthanized +24hr,5,2
WRMD,2016-41,,red-tailed hawk,bird,Bird,02/10/2016,2016,Winter,February,10,Wednesday,39.273452,-78.095567,Transferred,transferred,2,2
WRMD,2016-44,,red-shouldered hawk,bird,Bird,02/13/2016,2016,Winter,February,13,Saturday,38.690077,-77.833481,Released,released,5,2
WRMD,2016-47,,northern cardinal,bird,Bird,02/14/2016,2016,Winter,February,14,Sunday,39.206553,-77.576807,Died,died +24hr,6,2
WRMD,2016-51,,red-shouldered hawk,bird,Bird,02/18/2016,2016,Winter,February,18,Thursday,39.169668,-78.16856,Released,released,3,2
WRMD,2016-54,,eastern cottontail,rabbits & hares,Mammal,02/22/2016,2016,Winter,February,22,Monday,39.135711,-77.991926,Died,euthanized in 24hr,0,2
WRMD,2016-56,,red-shouldered hawk,bird,Bird,02/24/2016,2016,Winter,February,24,Wednesday,39.111266,-77.835161,Died,died in 24hr,2,2
WRMD,2016-67,,turkey vulture,bird,Bird,03/05/2016,2016,Winter,March,5,Saturday,-78.338584,39.204706,Released,released,5,3
WRMD,2016-74,,eastern gray squirrel,rodent,Mammal,03/10/2016,2016,Winter,March,10,Thursday,-78.109977,39.180985,Died,died in 24hr,3,3
WRMD,2016-77,,eastern cottontail,rabbits & hares,Mammal,03/11/2016,2016,Winter,March,11,Friday,-78.122433,39.168533,Died,dead on arrival,4,3
WRMD,2016-107,,black vulture,bird,Bird,03/27/2016,2016,Spring,March,27,Sunday,-77.662492,39.134272,Died,euthanized +24hr,6,3
WRMD,2016-127,,eastern gray squirrel,rodent,Mammal,04/01/2016,2016,Spring,April,1,Friday,-78.305175,38.960049,Died,died in 24hr,4,4
WRMD,2016-150,,northern raccoon,raccoon,Mammal,04/06/2016,2016,Spring,April,6,Wednesday,-78.340405,38.847926,Died,died in 24hr,2,4
WRMD,2016-159,,eastern gray squirrel,rodent,Mammal,04/08/2016,2016,Spring,April,8,Friday,38.962661,-77.884726,Died,euthanized in 24hr,4,4
WRMD,2016-175,,groundhog,rodent,Mammal,04/12/2016,2016,Spring,April,12,Tuesday,-78.19413,38.921149,Died,euthanized +24hr,1,4
WRMD,2016-187,,red-headed woodpecker,bird,Bird,04/15/2016,2016,Spring,April,15,Friday,38.026758,-78.004605,Released,released,4,4
WRMD,2016-206,,northern cardinal,bird,Bird,04/18/2016,2016,Spring,April,18,Monday,38.987906,-78.348577,Died,euthanized in 24hr,0,4
WRMD,2016-209,,virginia opossum,marsupial,Mammal,04/18/2016,2016,Spring,April,18,Monday,39.28749,-77.621209,Died,euthanized in 24hr,0,4
WRMD,2016-210,,virginia opossum,marsupial,Mammal,04/18/2016,2016,Spring,April,18,Monday,39.28749,-77.621209,Died,euthanized in 24hr,0,4
WRMD,2016-211,,virginia opossum,marsupial,Mammal,04/18/2016,2016,Spring,April,18,Monday,39.28749,-77.621209,Died,euthanized in 24hr,0,4
WRMD,2016-212,,virginia opossum,marsupial,Mammal,04/18/2016,2016,Spring,April,18,Monday,39.28749,-77.621209,Died,euthanized in 24hr,0,4
WRMD,2016-213,,virginia opossum,marsupial,Mammal,04/18/2016,2016,Spring,April,18,Monday,39.28749,-77.621209,Died,euthanized in 24hr,0,4
WRMD,2016-214,,virginia opossum,marsupial,Mammal,04/18/2016,2016,Spring,April,18,Monday,39.085309,-77.645224,Died,euthanized in 24hr,0,4
WRMD,2016-215,,virginia opossum,marsupial,Mammal,04/18/2016,2016,Spring,April,18,Monday,39.085309,-77.645224,Died,euthanized in 24hr,0,4
WRMD,2016-216,,virginia opossum,marsupial,Mammal,04/18/2016,2016,Spring,April,18,Monday,39.085309,-77.645224,Died,euthanized in 24hr,0,4
WRMD,2016-217,,virginia opossum,marsupial,Mammal,04/18/2016,2016,Spring,April,18,Monday,39.085309,-77.645224,Died,euthanized in 24hr,0,4
WRMD,2016-218,,virginia opossum,marsupial,Mammal,04/18/2016,2016,Spring,April,18,Monday,39.085309,-77.645224,Died,euthanized in 24hr,0,4
WRMD,2016-219,,virginia opossum,marsupial,Mammal,04/18/2016,2016,Spring,April,18,Monday,39.085309,-77.645224,Died,euthanized in 24hr,0,4
WRMD,2016-220,,virginia opossum,marsupial,Mammal,04/18/2016,2016,Spring,April,18,Monday,39.085309,-77.645224,Died,euthanized in 24hr,0,4
WRMD,2016-221,,virginia opossum,marsupial,Mammal,04/18/2016,2016,Spring,April,18,Monday,39.085309,-77.645224,Died,euthanized in 24hr,0,4
WRMD,2016-222,,virginia opossum,marsupial,Mammal,04/18/2016,2016,Spring,April,18,Monday,39.085309,-77.645224,Died,euthanized in 24hr,0,4
WRMD,2016-223,,virginia opossum,marsupial,Mammal,04/18/2016,2016,Spring,April,18,Monday,39.085309,-77.645224,Died,euthanized in 24hr,0,4
WRMD,2016-224,,virginia opossum,marsupial,Mammal,04/18/2016,2016,Spring,April,18,Monday,39.085309,-77.645224,Died,euthanized in 24hr,0,4
WRMD,2016-232,,virginia opossum,marsupial,Mammal,04/19/2016,2016,Spring,April,19,Tuesday,-77.686801,39.248489,Died,euthanized in 24hr,1,4
WRMD,2016-233,,virginia opossum,marsupial,Mammal,04/19/2016,2016,Spring,April,19,Tuesday,-77.686801,39.248489,Died,euthanized in 24hr,1,4
WRMD,2016-283,,house finch,bird,Bird,04/23/2016,2016,Spring,April,23,Saturday,-78.274149,39.395781,Died,euthanized in 24hr,5,4
WRMD,2016-304,,pileated woodpecker,bird,Bird,04/26/2016,2016,Spring,April,26,Tuesday,-78.045981,39.255758,Died,died +24hr,1,4
WRMD,2016-306,,northern cardinal,bird,Bird,04/26/2016,2016,Spring,April,26,Tuesday,-77.755664,39.005272,Died,euthanized in 24hr,1,4
WRMD,2016-317,,virginia opossum,marsupial,Mammal,04/27/2016,2016,Spring,April,27,Wednesday,-78.194445,38.918167,Died,euthanized in 24hr,2,4
WRMD,2016-318,,virginia opossum,marsupial,Mammal,04/27/2016,2016,Spring,April,27,Wednesday,-78.194445,38.918167,Died,euthanized in 24hr,2,4
WRMD,2016-319,,virginia opossum,marsupial,Mammal,04/27/2016,2016,Spring,April,27,Wednesday,-78.194445,38.918167,Died,euthanized in 24hr,2,4
WRMD,2016-320,,virginia opossum,marsupial,Mammal,04/27/2016,2016,Spring,April,27,Wednesday,-78.194445,38.918167,Died,euthanized in 24hr,2,4
WRMD,2016-321,,virginia opossum,marsupial,Mammal,04/27/2016,2016,Spring,April,27,Wednesday,-78.194445,38.918167,Died,euthanized in 24hr,2,4
WRMD,2016-322,,virginia opossum,marsupial,Mammal,04/27/2016,2016,Spring,April,27,Wednesday,-78.194445,38.918167,Died,euthanized in 24hr,2,4
WRMD,2016-323,,virginia opossum,marsupial,Mammal,04/27/2016,2016,Spring,April,27,Wednesday,-78.194445,38.918167,Died,euthanized in 24hr,2,4
WRMD,2016-324,,virginia opossum,marsupial,Mammal,04/27/2016,2016,Spring,April,27,Wednesday,38.928308,-78.174537,Died,euthanized in 24hr,2,4
WRMD,2016-325,,virginia opossum,marsupial,Mammal,04/27/2016,2016,Spring,April,27,Wednesday,38.928308,-78.174537,Died,euthanized in 24hr,2,4
WRMD,2016-326,,virginia opossum,marsupial,Mammal,04/27/2016,2016,Spring,April,27,Wednesday,38.928308,-78.174537,Died,euthanized in 24hr,2,4
WRMD,2016-333,,woodland box turtle,turtle,Reptile,05/02/2016,2016,Spring,May,2,Monday,-78.243252,39.229778,Released,released,0,5
WRMD,2016-335,,eastern painted turtle,turtle,Reptile,05/02/2016,2016,Spring,May,2,Monday,-77.74095,38.96194,Died,euthanized in 24hr,0,5
WRMD,2016-344,,snapping turtle,turtle,Reptile,05/03/2016,2016,Spring,May,3,Tuesday,-77.248924,38.931049,Released,released,1,5
WRMD,2016-351,,northern cardinal,bird,Bird,05/04/2016,2016,Spring,May,4,Wednesday,-77.804161,39.4301,Released,released,2,5
WRMD,2016-367,,song sparrow,bird,Bird,05/06/2016,2016,Spring,May,6,Friday,-78.348358,38.996208,Died,died in 24hr,4,5
WRMD,2016-371,,eastern painted turtle,turtle,Reptile,05/08/2016,2016,Spring,May,8,Sunday,39.163152,-78.091907,Died,euthanized +24hr,6,5
WRMD,2016-394,,woodland box turtle,turtle,Reptile,05/11/2016,2016,Spring,May,11,Wednesday,-78.969472,39.06233,Died,euthanized in 24hr,2,5
WRMD,2016-407,,groundhog,rodent,Mammal,05/12/2016,2016,Spring,May,12,Thursday,-78.211981,38.948354,Transferred,transferred,3,5
WRMD,2016-409,,groundhog,rodent,Mammal,05/13/2016,2016,Spring,May,13,Friday,-78.211981,38.948354,Transferred,transferred,4,5
WRMD,2016-414,,american crow,bird,Bird,05/14/2016,2016,Spring,May,14,Saturday,38.729563,-77.742471,Died,died in 24hr,5,5
WRMD,2016-424,,osprey,bird,Bird,05/15/2016,2016,Spring,May,15,Sunday,39.170095,-78.302147,Died,euthanized in 24hr,6,5
WRMD,2016-433,,american robin,bird,Bird,05/17/2016,2016,Spring,May,17,Tuesday,39.085243,-78.170322,Died,died in 24hr,1,5
WRMD,2016-440,,pileated woodpecker,bird,Bird,05/17/2016,2016,Spring,May,17,Tuesday,-78.034358,39.016887,Died,died +24hr,1,5
WRMD,2016-441,,common grackle,bird,Bird,05/18/2016,2016,Spring,May,18,Wednesday,-78.194445,38.918167,Died,died +24hr,2,5
WRMD,2016-457,,eastern cottontail,rabbits & hares,Mammal,05/19/2016,2016,Spring,May,19,Thursday,-77.993923,39.159956,Died,died in 24hr,3,5
WRMD,2016-459,,eastern screech owl,owl,Bird,05/20/2016,2016,Spring,May,20,Friday,-78.017496,39.034706,Released,released,4,5
WRMD,2016-478,,woodland box turtle,turtle,Reptile,05/20/2016,2016,Spring,May,20,Friday,39.242135,-77.702545,Died,euthanized in 24hr,4,5
WRMD,2016-483,,northern cardinal,bird,Bird,05/21/2016,2016,Spring,May,21,Saturday,-77.716416,39.095745,Died,died +24hr,5,5
WRMD,2016-492,,red-tailed hawk,bird,Bird,05/22/2016,2016,Spring,May,22,Sunday,39.190404,-78.399536,Died,euthanized in 24hr,6,5
WRMD,2016-493,,groundhog,rodent,Mammal,05/22/2016,2016,Spring,May,22,Sunday,-78.474722,38.918494,Died,died in 24hr,6,5
WRMD,2016-498,,eastern gray squirrel,rodent,Mammal,05/23/2016,2016,Spring,May,23,Monday,-78.106763,39.164808,Died,dead on arrival,0,5
WRMD,2016-501,,woodland box turtle,turtle,Reptile,05/23/2016,2016,Spring,May,23,Monday,39.048614,-78.060132,Died,euthanized in 24hr,0,5
WRMD,2016-506,,common grackle,bird,Bird,05/24/2016,2016,Spring,May,24,Tuesday,-78.218057,39.08344,Died,died in 24hr,1,5
WRMD,2016-508,,eastern gray squirrel,rodent,Mammal,05/24/2016,2016,Spring,May,24,Tuesday,-77.17326,38.942062,Died,died in 24hr,1,5
WRMD,2016-513,,woodland box turtle,turtle,Reptile,05/24/2016,2016,Spring,May,24,Tuesday,-78.14713,38.993891,Died,euthanized in 24hr,1,5
WRMD,2016-515,,eastern painted turtle,turtle,Reptile,05/24/2016,2016,Spring,May,24,Tuesday,38.381789,-78.971848,Released,released,1,5
WRMD,2016-524,,black rat snake,snake,Reptile,05/26/2016,2016,Spring,May,26,Thursday,-78.014214,39.082627,Released,released,3,5
WRMD,2016-526,,red-bellied woodpecker,bird,Bird,05/26/2016,2016,Spring,May,26,Thursday,-78.166064,39.291316,Died,euthanized in 24hr,3,5
WRMD,2016-531,,mallard,bird,Bird,05/26/2016,2016,Spring,May,26,Thursday,-77.609583,39.069853,Died,died in 24hr,3,5
WRMD,2016-550,,eastern painted turtle,turtle,Reptile,05/27/2016,2016,Spring,May,27,Friday,-77.915398,38.937857,Died,euthanized in 24hr,4,5
WRMD,2016-567,,woodland box turtle,turtle,Reptile,05/28/2016,2016,Spring,May,28,Saturday,38.990339,-78.367751,Died,died in 24hr,5,5
WRMD,2016-570,,woodland box turtle,turtle,Reptile,05/29/2016,2016,Spring,May,29,Sunday,39.162182,-78.101271,Died,died in 24hr,6,5
WRMD,2016-578,,virginia opossum,marsupial,Mammal,05/29/2016,2016,Spring,May,29,Sunday,-77.956999,39.346222,Died,euthanized in 24hr,6,5
WRMD,2016-579,,virginia opossum,marsupial,Mammal,05/29/2016,2016,Spring,May,29,Sunday,-77.956999,39.346222,Died,euthanized in 24hr,6,5
WRMD,2016-580,,virginia opossum,marsupial,Mammal,05/29/2016,2016,Spring,May,29,Sunday,-77.956999,39.346222,Died,euthanized in 24hr,6,5
WRMD,2016-581,,virginia opossum,marsupial,Mammal,05/29/2016,2016,Spring,May,29,Sunday,-77.956999,39.346222,Died,euthanized in 24hr,6,5
WRMD,2016-582,,virginia opossum,marsupial,Mammal,05/29/2016,2016,Spring,May,29,Sunday,-77.956999,39.346222,Died,euthanized in 24hr,6,5
WRMD,2016-583,,virginia opossum,marsupial,Mammal,05/29/2016,2016,Spring,May,29,Sunday,-77.956999,39.346222,Died,euthanized in 24hr,6,5
WRMD,2016-584,,virginia opossum,marsupial,Mammal,05/29/2016,2016,Spring,May,29,Sunday,-77.956999,39.346222,Died,euthanized in 24hr,6,5
WRMD,2016-585,,virginia opossum,marsupial,Mammal,05/29/2016,2016,Spring,May,29,Sunday,39.346239,-77.956999,Died,euthanized in 24hr,6,5
WRMD,2016-608,,common grackle,bird,Bird,06/02/2016,2016,Spring,June,2,Thursday,-78.180766,39.200381,Died,euthanized in 24hr,3,6
WRMD,2016-616,,woodland box turtle,turtle,Reptile,05/31/2016,2016,Spring,May,31,Tuesday,-77.717059,39.102801,Died,euthanized +24hr,1,5
WRMD,2016-617,,chimney swift,bird,Bird,05/31/2016,2016,Spring,May,31,Tuesday,39.19128,-78.167212,Died,euthanized in 24hr,1,5
WRMD,2016-642,,canada goose,bird,Bird,06/02/2016,2016,Spring,June,2,Thursday,39.190404,-78.399536,Died,died +24hr,3,6
WRMD,2016-654,,snapping turtle,turtle,Reptile,06/02/2016,2016,Spring,June,2,Thursday,39.242135,-77.702545,Released,released,3,6
WRMD,2016-658,,woodland box turtle,turtle,Reptile,06/03/2016,2016,Spring,June,3,Friday,-77.73555,38.968721,Died,died in 24hr,4,6
WRMD,2016-667,,woodland box turtle,turtle,Reptile,06/03/2016,2016,Spring,June,3,Friday,-83.887408,32.553759,Released,released,4,6
WRMD,2016-668,,virginia opossum,marsupial,Mammal,06/03/2016,2016,Spring,June,3,Friday,38.961977,-78.292106,Died,euthanized in 24hr,4,6
WRMD,2016-670,,woodland box turtle,turtle,Reptile,06/03/2016,2016,Spring,June,3,Friday,38.927957,-77.643237,Released,released,4,6
WRMD,2016-677,,eastern gray squirrel,rodent,Mammal,06/04/2016,2016,Spring,June,4,Saturday,-78.218057,39.08344,Died,euthanized in 24hr,5,6
WRMD,2016-679,,eastern bluebird,bird,Bird,06/04/2016,2016,Spring,June,4,Saturday,39.122537,-78.035213,Died,euthanized +24hr,5,6
WRMD,2016-683,,wood turtle,turtle,Reptile,06/04/2016,2016,Spring,June,4,Saturday,-78.656894,37.431573,Released,released,5,6
WRMD,2016-692,,red-tailed hawk,bird,Bird,06/05/2016,2016,Spring,June,5,Sunday,-78.642238,38.745948,Died,died +24hr,6,6
WRMD,2016-694,,groundhog,rodent,Mammal,07/27/2016,2016,Summer,July,27,Wednesday,37.522251,-78.668194,Died,euthanized +24hr,2,7
WRMD,2016-706,,canada goose,bird,Bird,06/07/2016,2016,Spring,June,7,Tuesday,-78.258085,38.956998,Died,euthanized in 24hr,1,6
WRMD,2016-707,,canada goose,bird,Bird,06/07/2016,2016,Spring,June,7,Tuesday,-78.258085,38.956998,Released,released,1,6
WRMD,2016-747,,woodland box turtle,turtle,Reptile,06/09/2016,2016,Spring,June,9,Thursday,-78.142121,39.335376,Died,euthanized in 24hr,3,6
WRMD,2016-749,,eastern painted turtle,turtle,Reptile,06/09/2016,2016,Spring,June,9,Thursday,39.129272,-78.083695,Died,died +24hr,3,6
WRMD,2016-768,,northern cardinal,bird,Bird,06/11/2016,2016,Spring,June,11,Saturday,-78.084539,39.209338,Released,released,5,6
WRMD,2016-793,,american robin,bird,Bird,06/13/2016,2016,Spring,June,13,Monday,-78.150668,39.161925,Released,released,0,6
WRMD,2016-811,,northern raccoon,raccoon,Mammal,06/15/2016,2016,Spring,June,15,Wednesday,39.271865,-78.099763,Released,released,2,6
WRMD,2016-878,,wood turtle,turtle,Reptile,06/21/2016,2016,Summer,June,21,Tuesday,37.522251,-78.668194,Died,euthanized in 24hr,1,6
WRMD,2016-879,,striped skunk,skunk,Mammal,06/21/2016,2016,Summer,June,21,Tuesday,37.522251,-78.668194,Released,released,1,6
WRMD,2016-880,,striped skunk,skunk,Mammal,08/03/2016,2016,Summer,August,3,Wednesday,37.522251,-78.668194,Released,released,2,8
WRMD,2016-915,,woodland box turtle,turtle,Reptile,06/24/2016,2016,Summer,June,24,Friday,-77.524044,39.004459,Released,released,4,6
WRMD,2016-918,,barn swallow,bird,Bird,06/25/2016,2016,Summer,June,25,Saturday,-78.25521,39.357872,Died,died in 24hr,5,6
WRMD,2016-919,,eastern cottontail,rabbits & hares,Mammal,06/25/2016,2016,Summer,June,25,Saturday,-78.178863,39.09624,Died,died in 24hr,5,6
WRMD,2016-932,,woodland box turtle,turtle,Reptile,06/26/2016,2016,Summer,June,26,Sunday,-78.194445,38.918167,Died,died in 24hr,6,6
WRMD,2016-953,,eastern painted turtle,turtle,Reptile,06/28/2016,2016,Summer,June,28,Tuesday,39.190404,-78.399536,Died,died +24hr,1,6
WRMD,2016-955,,grey fox,fox,Mammal,06/28/2016,2016,Summer,June,28,Tuesday,-78.459452,38.665397,Died,dead on arrival,1,6
WRMD,2016-958,,northern raccoon,raccoon,Mammal,06/28/2016,2016,Summer,June,28,Tuesday,37.522251,-78.668194,Released,released,1,6
WRMD,2016-959,,northern raccoon,raccoon,Mammal,06/28/2016,2016,Summer,June,28,Tuesday,37.522251,-78.668194,Released,released,1,6
WRMD,2016-987,,eastern screech owl,owl,Bird,06/30/2016,2016,Summer,June,30,Thursday,37.522251,-78.668194,Died,euthanized +24hr,3,6
WRMD,2016-995,,gray catbird,bird,Bird,07/01/2016,2016,Summer,July,1,Friday,37.522251,-78.668194,Died,died +24hr,4,7
WRMD,2016-1006,,mallard,bird,Bird,07/03/2016,2016,Summer,July,3,Sunday,-78.172269,39.186609,Released,released,6,7
WRMD,2016-1009,,brown-headed cowbird,bird,Bird,07/03/2016,2016,Summer,July,3,Sunday,39.169668,-78.16856,Died,died in 24hr,6,7
WRMD,2016-1015,,virginia opossum,marsupial,Mammal,07/04/2016,2016,Summer,July,4,Monday,-78.196413,38.919947,Died,dead on arrival,0,7
WRMD,2016-1016,,virginia opossum,marsupial,Mammal,07/04/2016,2016,Summer,July,4,Monday,38.920241,-78.196152,Died,euthanized in 24hr,0,7
WRMD,2016-1017,,virginia opossum,marsupial,Mammal,07/04/2016,2016,Summer,July,4,Monday,38.920241,-78.196152,Died,euthanized in 24hr,0,7
WRMD,2016-1018,,virginia opossum,marsupial,Mammal,07/04/2016,2016,Summer,July,4,Monday,38.920241,-78.196152,Died,euthanized in 24hr,0,7
WRMD,2016-1019,,virginia opossum,marsupial,Mammal,07/04/2016,2016,Summer,July,4,Monday,38.920241,-78.196152,Died,euthanized in 24hr,0,7
WRMD,2016-1020,,virginia opossum,marsupial,Mammal,07/04/2016,2016,Summer,July,4,Monday,38.920241,-78.196152,Died,euthanized in 24hr,0,7
WRMD,2016-1021,,virginia opossum,marsupial,Mammal,07/04/2016,2016,Summer,July,4,Monday,38.920241,-78.196152,Died,euthanized in 24hr,0,7
WRMD,2016-1022,,virginia opossum,marsupial,Mammal,07/04/2016,2016,Summer,July,4,Monday,38.920241,-78.196152,Died,euthanized in 24hr,0,7
WRMD,2016-1023,,virginia opossum,marsupial,Mammal,07/04/2016,2016,Summer,July,4,Monday,-78.196413,38.919947,Died,euthanized in 24hr,0,7
WRMD,2016-1024,,virginia opossum,marsupial,Mammal,07/04/2016,2016,Summer,July,4,Monday,-78.196413,38.919947,Died,euthanized in 24hr,0,7
WRMD,2016-1029,,woodland box turtle,turtle,Reptile,07/05/2016,2016,Summer,July,5,Tuesday,39.169668,-78.16856,Died,died in 24hr,1,7
WRMD,2016-1031,,eastern painted turtle,turtle,Reptile,07/05/2016,2016,Summer,July,5,Tuesday,-78.178597,39.105584,Died,euthanized in 24hr,1,7
WRMD,2016-1042,,carolina wren,bird,Bird,07/06/2016,2016,Summer,July,6,Wednesday,39.218464,-78.1951,Died,died in 24hr,2,7
WRMD,2016-1043,,carolina wren,bird,Bird,07/06/2016,2016,Summer,July,6,Wednesday,39.218464,-78.1951,Died,died in 24hr,2,7
WRMD,2016-1044,,carolina wren,bird,Bird,07/06/2016,2016,Summer,July,6,Wednesday,39.218464,-78.1951,Died,died in 24hr,2,7
WRMD,2016-1045,,carolina wren,bird,Bird,07/06/2016,2016,Summer,July,6,Wednesday,39.218464,-78.1951,Died,died in 24hr,2,7
WRMD,2016-1046,,carolina wren,bird,Bird,07/06/2016,2016,Summer,July,6,Wednesday,39.218464,-78.1951,Died,died in 24hr,2,7
WRMD,2016-1074,,red-headed woodpecker,bird,Bird,07/09/2016,2016,Summer,July,9,Saturday,-78.207789,38.962032,Died,euthanized in 24hr,5,7
WRMD,2016-1076,,northern raccoon,raccoon,Mammal,07/10/2016,2016,Summer,July,10,Sunday,-78.187977,39.078417,Died,euthanized in 24hr,6,7
WRMD,2016-1113,,mourning dove,bird,Bird,07/14/2016,2016,Summer,July,14,Thursday,37.522251,-78.668194,Died,euthanized +24hr,3,7
WRMD,2016-1119,,indigo bunting,bird,Bird,07/15/2016,2016,Summer,July,15,Friday,-78.183097,39.173249,Died,dead on arrival,4,7
WRMD,2016-1138,,woodland box turtle,turtle,Reptile,07/17/2016,2016,Summer,July,17,Sunday,37.522251,-78.668194,Released,released,6,7
WRMD,2016-1141,,woodland box turtle,turtle,Reptile,07/17/2016,2016,Summer,July,17,Sunday,-78.113299,39.183686,Died,euthanized in 24hr,6,7
WRMD,2016-1144,,great blue heron,bird,Bird,07/17/2016,2016,Summer,July,17,Sunday,38.857585,-77.637628,Died,euthanized in 24hr,6,7
WRMD,2016-1145,,fish crow,bird,Bird,07/17/2016,2016,Summer,July,17,Sunday,-77.982219,39.151771,Died,died in 24hr,6,7
WRMD,2016-1158,,house sparrow,bird,Bird,07/20/2016,2016,Summer,July,20,Wednesday,39.55343,-77.995,Died,euthanized in 24hr,2,7
WRMD,2016-1160,,northern cardinal,bird,Bird,07/20/2016,2016,Summer,July,20,Wednesday,-78.278815,38.893735,Died,died +24hr,2,7
WRMD,2016-1161,,woodland box turtle,turtle,Reptile,08/03/2016,2016,Summer,August,3,Wednesday,37.522251,-78.668194,Released,released,2,8
WRMD,2016-1169,,red-tailed hawk,bird,Bird,07/21/2016,2016,Summer,July,21,Thursday,37.522251,-78.668194,Died,euthanized in 24hr,3,7
WRMD,2016-1170,,eastern cottontail,rabbits & hares,Mammal,07/22/2016,2016,Summer,July,22,Friday,39.180484,-78.162551,Released,released,4,7
WRMD,2016-1202,,woodland box turtle,turtle,Reptile,07/27/2016,2016,Summer,July,27,Wednesday,37.522251,-78.668194,Released,released,2,7
WRMD,2016-1205,,woodland box turtle,turtle,Reptile,07/28/2016,2016,Summer,July,28,Thursday,37.522251,-78.668194,Released,released,3,7
WRMD,2016-1214,,woodland box turtle,turtle,Reptile,07/28/2016,2016,Summer,July,28,Thursday,37.522251,-78.668194,Released,released,3,7
WRMD,2016-1230,,snapping turtle,turtle,Reptile,07/29/2016,2016,Summer,July,29,Friday,37.522251,-78.668194,Released,released,4,7
WRMD,2016-1256,,downy woodpecker,bird,Bird,08/02/2016,2016,Summer,August,2,Tuesday,37.522251,-78.668194,Died,euthanized in 24hr,1,8
WRMD,2016-1263,,virginia opossum,marsupial,Mammal,08/03/2016,2016,Summer,August,3,Wednesday,37.522251,-78.668194,Transferred,transferred,2,8
WRMD,2016-1264,,virginia opossum,marsupial,Mammal,08/03/2016,2016,Summer,August,3,Wednesday,37.522251,-78.668194,Transferred,transferred,2,8
WRMD,2016-1265,,virginia opossum,marsupial,Mammal,08/03/2016,2016,Summer,August,3,Wednesday,37.522251,-78.668194,Transferred,transferred,2,8
WRMD,2016-1266,,virginia opossum,marsupial,Mammal,08/03/2016,2016,Summer,August,3,Wednesday,37.522251,-78.668194,Transferred,transferred,2,8
WRMD,2016-1267,,virginia opossum,marsupial,Mammal,08/03/2016,2016,Summer,August,3,Wednesday,37.522251,-78.668194,Transferred,transferred,2,8
WRMD,2016-1268,,virginia opossum,marsupial,Mammal,08/03/2016,2016,Summer,August,3,Wednesday,37.522251,-78.668194,Transferred,transferred,2,8
WRMD,2016-1277,,virginia opossum,marsupial,Mammal,08/04/2016,2016,Summer,August,4,Thursday,-89.202284,13.68909,Died,euthanized in 24hr,3,8
WRMD,2016-1278,,virginia opossum,marsupial,Mammal,08/09/2016,2016,Summer,August,9,Tuesday,-89.202284,13.68909,Died,euthanized in 24hr,1,8
WRMD,2016-1279,,virginia opossum,marsupial,Mammal,08/09/2016,2016,Summer,August,9,Tuesday,-89.202284,13.68909,Died,euthanized in 24hr,1,8
WRMD,2016-1280,,virginia opossum,marsupial,Mammal,08/09/2016,2016,Summer,August,9,Tuesday,-89.202284,13.68909,Died,euthanized in 24hr,1,8
WRMD,2016-1281,,virginia opossum,marsupial,Mammal,08/09/2016,2016,Summer,August,9,Tuesday,-89.202284,13.68909,Died,euthanized in 24hr,1,8
WRMD,2016-1300,,virginia opossum,marsupial,Mammal,08/06/2016,2016,Summer,August,6,Saturday,-78.011718,38.882918,Transferred,transferred,5,8
WRMD,2016-1301,,virginia opossum,marsupial,Mammal,08/06/2016,2016,Summer,August,6,Saturday,-78.011718,38.882918,Transferred,transferred,5,8
WRMD,2016-1302,,virginia opossum,marsupial,Mammal,08/06/2016,2016,Summer,August,6,Saturday,-78.011718,38.882918,Transferred,transferred,5,8
WRMD,2016-1321,,virginia opossum,marsupial,Mammal,08/09/2016,2016,Summer,August,9,Tuesday,37.522251,-78.668194,Died,euthanized +24hr,1,8
WRMD,2016-1322,,virginia opossum,marsupial,Mammal,08/09/2016,2016,Summer,August,9,Tuesday,37.522251,-78.668194,Died,euthanized in 24hr,1,8
