Organization Name,Case Number,Patient ID,Common Species Name,Date Admitted,Circumstances of Rescue,Rescue State,Rescue Juristiction,Rescue Address,Other Rescue Information,Latitude,Longitude,Elevation,Disposition
Wildlife Center of Virginia,14-0048304,14-2246,Eastern Box Turtle,10/11/2014,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"2573 Pea Ridge Road, Charlottesville, VA 22901, USA",,38.107216,-78.638153,173.565918,Released
Wildlife Center of Virginia,20-0059077,20-2756,Rock Dove,8/4/2020,Collision / Moving object / Car/truck/motorcycle,VA,Waynesboro (City),"2575 Village Dr, Waynesboro, VA 22980, USA",rt 340 underpass,38.06099366,-78.939931,415.7610779,Euthanized
Wildlife Center of Virginia,21-0080038,21-3799,eastern gray squirrel,12/28/2021,Collision / Moving object / Car/truck/motorcycle,VA,Appomattox County,"259 Long Creek Rd, Appomattox, VA 24522, USA",,37.23184967,-78.76694489,198.1198273,Euthanized
Wildlife Center of Virginia,21-0051776,21-2830,Eastern Box Turtle,8/8/2021,Collision / Moving object / Car/truck/motorcycle,VA,Page County,"2600 Sunny Ln, Elkton, VA 22827, USA",,38.46097946,-78.52936554,370.2819519,Euthanized
Wildlife Center of Virginia,23-0029122,23-2037,Pileated Woodpecker,6/23/2023,Collision / Moving object / Car/truck/motorcycle,VA,Greene County,"261 Industrial Dr, Ruckersville, VA 22968, USA",,38.26777267,-78.40426636,206.873642,Died
Wildlife Center of Virginia,21-0017725,21-0838,Northern Cardinal,5/1/2021,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"2610 Huntington Rd, Charlottesville, VA 22901, USA",,38.07769775,-78.45785522,134.5268402,Euthanized
Wildlife Center of Virginia,16-0022569,16-0661,Eastern Box Turtle,5/13/2016,Collision / Moving object / Car/truck/motorcycle,VA,Augusta County,"262 Hodges Draft Ln, West Augusta, VA 24485, USA",,38.241102,-79.354085,575.8915405,Euthanized
Wildlife Center of Virginia,16-0031033,16-0974,Northern Cardinal,6/3/2016,Collision / Moving object / Car/truck/motorcycle,VA,Augusta County,"262 US-11, Verona, VA 24482, USA",,38.1977031,-79.0138015,403.5701904,Euthanized
Wildlife Center of Virginia,20-0054750,20-2604,eastern gray squirrel,7/21/2020,Collision / Moving object / Car/truck/motorcycle,VA,Augusta County,"263 Hundley Mill Rd, Staunton, VA 24401, USA",,38.217358,-79.120585,465.3005371,Euthanized
Wildlife Center of Virginia,22-0019430,22-1081,Snapping Turtle,5/16/2022,Collision / Moving object / Car/truck/motorcycle,VA,Waynesboro (City),"2637 W Main St, Waynesboro, VA 22980, USA",Parking Lot of Animal Hosp.,38.08071518,-78.9235611,429.4336853,Released
Wildlife Center of Virginia,19-0025290,19-1183,white-tailed deer,5/29/2019,Collision / Moving object / Car/truck/motorcycle,VA,Fluvanna County,"264 Turkeysag Trail Unit A, Palmyra, VA 22963, USA",,37.9051902,-78.3427968,131.4337616,Euthanized
Wildlife Center of Virginia,23-0074091,23-3203,Red-tailed Hawk,8/29/2023,Collision / Moving object / Car/truck/motorcycle,VA,Louisa County,"2641 Holly Grove Dr, Bumpass, VA 23024, USA",,37.80409622,-77.80131531,95.13678741,Died
Wildlife Center of Virginia,23-0027906,23-1944,Eastern Screech-Owl,6/19/2023,Collision / Moving object / Car/truck/motorcycle,VA,Rockbridge County,"2664 Brownsburg Turnpike, Raphine, VA 24472, USA",,37.92707443,-79.31990814,424.6641541,Died
Wildlife Center of Virginia,21-0037158,21-2052,American Crow,6/22/2021,Collision / Moving object / Car/truck/motorcycle,VA,Amherst County,"2664 W Perch Rd, Monroe, VA 24574, USA",,37.52865982,-79.29105377,278.8446045,Euthanized
Wildlife Center of Virginia,22-0048520,22-2895,Eastern Box Turtle,8/21/2022,Collision / Moving object / Car/truck/motorcycle,VA,Nelson County,"2685 Dickie Rd, Roseland, VA 22967, USA",,37.77343369,-79.04475403,272.5706787,Died
Wildlife Center of Virginia,20-0055414,20-2628,Eastern Box Turtle,7/23/2020,Collision / Moving object / Car/truck/motorcycle,VA,King And Queen County,"26890 The Trail, Mattaponi, VA 23110, USA",,37.5868957,-76.7659498,25.02369499,Euthanized
Wildlife Center of Virginia,23-0019366,23-1264,European Starling,5/20/2023,Collision / Moving object / Car/truck/motorcycle,VA,Waynesboro (City),"269 N Bayard Ave, Waynesboro, VA 22980, USA",,38.06924057,-78.87787628,395.8794861,Euthanized
Wildlife Center of Virginia,23-0086672,DOA23-0158,Fox Sparrow,12/2/2023,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"2692 Southern Hills Ct, North Garden, VA 22959, USA",,37.96185303,-78.64007568,213.408905,Died
Wildlife Center of Virginia,15-0058768,15-2193,Mourning Dove,10/23/2015,Collision / Moving object / Car/truck/motorcycle,VA,Rockingham County,"2694 Eversole Rd, Harrisonburg, VA 22802, USA",,38.465894,-78.906938,453.8126526,Euthanized
Wildlife Center of Virginia,19-0044271,19-2229,Eastern Box Turtle,7/19/2019,Collision / Moving object / Car/truck/motorcycle,VA,Augusta County,"270 Lea Port Rd, Mt Sidney, VA 24467, USA",,38.251034,-78.99079,432.1245117,Released
Wildlife Center of Virginia,19-0047599,19-2381,Red-tailed Hawk,7/29/2019,Collision / Moving object / Car/truck/motorcycle,VA,Rockingham County,"2702 Spotswood Trail, Harrisonburg, VA 22801, USA",,38.4160416,-78.8365169,466.8485718,Euthanized
Wildlife Center of Virginia,23-0028711,23-2003,Northern Mockingbird,6/22/2023,Collision / Moving object / Car/truck/motorcycle,VA,Nelson County,"2712 Tye Brook Hwy, Roseland, VA 22967, USA",,37.71589279,-78.96868134,214.0756531,Euthanized
Wildlife Center of Virginia,17-0015641,17-0674,Virginia Opossum,4/28/2017,Collision / Moving object / Car/truck/motorcycle,VA,Waynesboro (City),"2712 W Main St, Waynesboro, VA 22980, USA",,38.0799721,-78.9281605,426.4423523,Euthanized
Wildlife Center of Virginia,22-0063971,22-3625,Red-shouldered Hawk,12/14/2022,Collision / Moving object / Car/truck/motorcycle,VA,Nelson County,"2717 Tye Brook Hwy, Piney River, VA 22964, USA",,37.71670532,-78.96815491,215.4619904,Euthanized
Wildlife Center of Virginia,21-0019211,21-0957,Eastern Box Turtle,5/5/2021,Collision / Moving object / Car/truck/motorcycle,VA,Nelson County,"2721 Glade Rd, Schuyler, VA 22969, USA",,37.73498535,-78.74924469,155.9249725,Died
Wildlife Center of Virginia,19-0042070,19-2138,Eastern Box Turtle,7/12/2019,Collision / Moving object / Car/truck/motorcycle,VA,Rockbridge County,"2721 Maury River Rd, Lexington, VA 24450, USA",,37.8593975,-79.3974871,342.7900391,Euthanized
Wildlife Center of Virginia,22-0024165,22-1392,white-tailed deer,5/29/2022,Collision / Moving object / Car/truck/motorcycle,VA,Fluvanna County,"2723 James Madison Hwy, Bremo Bluff, VA 23022, USA",,37.7474823,-78.28845215,144.01828,Euthanized
Wildlife Center of Virginia,21-0034004,21-1898,Eastern Box Turtle,6/14/2021,Collision / Moving object / Car/truck/motorcycle,VA,Cumberland County,"2725 Cumberland Rd, Farmville, VA 23901, USA",,37.4121933,-78.35557556,140.5727844,Euthanized
Wildlife Center of Virginia,19-0054411,19-2647,Cooper's Hawk,8/22/2019,Collision / Moving object / Car/truck/motorcycle,VA,Augusta County,"275 Frog Pond Rd, Staunton, VA 24401, USA",,38.183278,-79.118715,460.5209656,Euthanized
Wildlife Center of Virginia,22-0038644,DOA22-0111,Northern Cardinal,7/12/2022,Collision / Moving object / Car/truck/motorcycle,VA,Augusta County,"275 Penmerryl Dr, Greenville, VA 24440, USA",,38.00358963,-79.13471985,501.899292,Died
Wildlife Center of Virginia,20-0083609,20-3634,Eastern Screech-Owl,11/29/2020,Collision / Moving object / Car/truck/motorcycle,VA,Dinwiddie County,"27610 Ridge Rd, McKenney, VA 23872, USA",,36.8908097,-77.6063506,77.71405029,Died
Wildlife Center of Virginia,20-0011884,20-0222,Virginia Opossum,3/20/2020,Collision / Moving object / Car/truck/motorcycle,VA,Harrisonburg (City),"277 W Water St, Harrisonburg, VA 22801, USA",,38.4489859,-78.873981,443.4772339,Euthanized
Wildlife Center of Virginia,20-0011886,20-0223,Virginia Opossum,3/20/2020,Collision / Moving object / Car/truck/motorcycle,VA,Harrisonburg (City),"277 W Water St, Harrisonburg, VA 22801, USA",,38.4489859,-78.873981,408.6132507,Euthanized
Wildlife Center of Virginia,20-0011887,20-0224,Virginia Opossum,3/20/2020,Collision / Moving object / Car/truck/motorcycle,VA,Harrisonburg (City),"277 W Water St, Harrisonburg, VA 22801, USA",,38.4489859,-78.873981,408.6132507,Euthanized
Wildlife Center of Virginia,17-0027900,17-1215,American Crow,5/31/2017,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"2778 Old Lynchburg Rd, North Garden, VA 22959, USA",,37.935522,-78.598012,184,Died
Wildlife Center of Virginia,23-0007149,23-0349,eastern red bat,3/24/2023,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"2778 Old Lynchburg Rd, North Garden, VA 22959, USA",,37.93555832,-78.59799957,181.307251,Euthanized
Wildlife Center of Virginia,18-0158408,18-3104,Eastern Screech-Owl,12/3/2018,Collision / Moving object / Car/truck/motorcycle,VA,Wythe County,"278 Kitchen Rd, Max Meadows, VA 24360, USA",,36.8829687,-80.9841426,670.4463501,Euthanized
Wildlife Center of Virginia,22-0059095,22-3458,Eastern Painted Turtle,10/26/2022,Collision / Moving object / Car/truck/motorcycle,VA,Rockbridge County,"2780 S River Rd, Vesuvius, VA 24483, USA",,37.81787109,-79.30375671,325.7957153,Euthanized
Wildlife Center of Virginia,20-0029340,20-1105,Red Fox,5/19/2020,Collision / Moving object / Car/truck/motorcycle,VA,Rockingham County,"2782 Ridge Rd, Timberville, VA 22853, USA",,38.6505303,-78.7215518,298.9215698,Euthanized
Wildlife Center of Virginia,21-0066154,21-3460,Eastern Box Turtle,10/9/2021,Collision / Moving object / Car/truck/motorcycle,VA,Fluvanna County,"2793 Cloverdale Rd, Bremo Bluff, VA 23022, USA",Next to red mailbox at exact address,37.74396515,-78.22341919,114.4814606,Released
Wildlife Center of Virginia,22-0039723,22-2360,Eastern Box Turtle,7/15/2022,Collision / Moving object / Car/truck/motorcycle,VA,Rockbridge County,"28 Bones Pl, Lexington, VA 24450, USA",,37.81739044,-79.48693085,364.4745483,Released
Wildlife Center of Virginia,17-0028902,17-1262,Eastern Box Turtle,6/2/2017,Collision / Moving object / Car/truck/motorcycle,VA,Waynesboro (City),"28 Whippoorwill Way, Waynesboro, VA 22980, USA",,38.090421,-78.8565689,433.4758911,Euthanized
Wildlife Center of Virginia,23-0021911,23-1453,Northern Cardinal,5/29/2023,Collision / Moving object / Car/truck/motorcycle,VA,Louisa County,"280 Tisdale Rd, Louisa, VA 23093, USA",,38.01754379,-78.06115723,151.5862274,Died
Wildlife Center of Virginia,20-0059494,DOA20-0121,Virginia Opossum,8/6/2020,Collision / Moving object / Car/truck/motorcycle,VA,Nelson County,"2800 Berry Hill Rd, Nellysford, VA 22958, USA",,37.9001032,-78.8462439,222.6240845,Died
Wildlife Center of Virginia,18-0160426,18-3140,Red-tailed Hawk,12/20/2018,Collision / Moving object / Car/truck/motorcycle,VA,Richmond (City),"2800 W Grace St, Richmond, VA 23221, USA",2800 block,37.5620063,-77.4711047,63.99249268,Euthanized
Wildlife Center of Virginia,22-0048079,22-2853,House Sparrow,8/19/2022,Collision / Moving object / Car/truck/motorcycle,VA,Waynesboro (City),"2800 W Main St, Waynesboro, VA 22980, USA",,38.0812645,-78.92979431,422.8050842,Euthanized
Wildlife Center of Virginia,23-0009364,23-0557,eastern gray squirrel,4/10/2023,Collision / Moving object / Car/truck/motorcycle,VA,Richmond (City),"2801 Poyntelle Rd, Richmond, VA 23235, USA",,37.53369904,-77.58772278,103.525177,Released
Wildlife Center of Virginia,19-0034245,19-1788,Eastern River Cooter,6/20/2019,Collision / Moving object / Car/truck/motorcycle,VA,Fluvanna County,"281 Jefferson Dr, Palmyra, VA 22963, USA",281 Jefferson Drive,37.9104227,-78.3280454,113.4175415,Euthanized
Wildlife Center of Virginia,21-0033440,21-1846,woodchuck,6/12/2021,Collision / Moving object / Car/truck/motorcycle,VA,Page County,"282 Rockingham Dr, Stanley, VA 22851, USA",,38.59368134,-78.59004211,302.8000488,Euthanized
Wildlife Center of Virginia,21-0018802,21-0914,American Crow,5/4/2021,Collision / Moving object / Car/truck/motorcycle,VA,Rockingham County,"2825 Blose Rd, Elkton, VA 22827, USA",,38.44248962,-78.60412598,326.6299744,Euthanized
Wildlife Center of Virginia,23-0008034,23-0407,Canada Goose,3/30/2023,Collision / Moving object / Car/truck/motorcycle,VA,Henrico County,"2825 Emerywood Pkwy, Richmond, VA 23294, USA",,37.60840225,-77.52336121,70.88217163,Released
Wildlife Center of Virginia,23-0085475,23-3843,Eastern Screech-Owl,11/12/2023,Collision / Moving object / Car/truck/motorcycle,VA,Mecklenburg County,"284 Glasscock Dr, Buffalo Junction, VA 24529, USA",,36.66184235,-78.63915253,109.0698166,Self-Release
Wildlife Center of Virginia,18-0138061,18-2559,woodchuck,8/27/2018,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"2851 Ivy Rd, Charlottesville, VA 22903, USA",,38.0510965,-78.5456236,182.0883026,Euthanized
Wildlife Center of Virginia,21-0037326,21-2062,House Finch,6/22/2021,Collision / Moving object / Car/truck/motorcycle,VA,Rockingham County,"2869 Taylor Spring Ln, Harrisonburg, VA 22801, USA",,38.39864349,-78.85090637,437.8227234,Euthanized
Wildlife Center of Virginia,20-0074346,20-3403,Black Vulture,10/8/2020,Collision / Moving object / Car/truck/motorcycle,VA,Amherst County,"288 Old Wright Shop Rd, Madison Heights, VA 24572, USA",,37.4345119,-79.0965209,253.9118958,Euthanized
Wildlife Center of Virginia,23-0031207,23-2194,Eastern Painted Turtle,6/30/2023,Collision / Moving object / Car/truck/motorcycle,VA,Louisa County,"2887 Poindexter Rd, Louisa, VA 23093, USA",,37.99166107,-78.16535187,139.7348633,Euthanized
Wildlife Center of Virginia,20-0076513,20-3459,Blue Jay,10/19/2020,Collision / Moving object / Car/truck/motorcycle,VA,Campbell County,"2896 Brookneal Hwy, Rustburg, VA 24588, USA",,37.237749,-79.1033999,289.8276367,Released
Wildlife Center of Virginia,21-0041851,21-2264,Eastern Box Turtle,7/5/2021,Collision / Moving object / Car/truck/motorcycle,VA,Madison County,"29 Dodson Ln, Brightwood, VA 22715, USA",,38.42866516,-78.17100525,182.8876648,Euthanized
Wildlife Center of Virginia,20-0062411,20-2907,Red-headed Woodpecker,8/16/2020,Collision / Moving object / Car/truck/motorcycle,VA,Fluvanna County,"29 Lafayette Dr, Palmyra, VA 22963, USA",,37.9247155,-78.3474425,126.458252,Euthanized
Wildlife Center of Virginia,16-0024505,16-0726,Virginia Opossum,5/18/2016,Collision / Moving object / Car/truck/motorcycle,VA,Augusta County,"29 Payne Ln, Staunton, VA 24401, USA",,38.1247235,-79.0667661,484.9764099,Released
Wildlife Center of Virginia,15-0018221,15-0643,Blue Jay,5/10/2015,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"29 Research Way, Charlottesville, VA 22902, USA",,37.9827704,-78.5036574,173.2304993,Released
Wildlife Center of Virginia,17-0018181,17-0814,Eastern Box Turtle,5/5/2017,Collision / Moving object / Car/truck/motorcycle,VA,Fluvanna County,"29 Tuscarora Dr, Palmyra, VA 22963, USA",,37.936332,-78.3366758,120,Released
Wildlife Center of Virginia,18-0019753,18-0675,eastern gray squirrel,5/5/2018,Collision / Moving object / Car/truck/motorcycle,VA,Nelson County,"29 Windy Acres Cir, Afton, VA 22920, USA",,37.9935182,-78.8385418,248.3334808,Euthanized
Wildlife Center of Virginia,22-0033637,22-2043,Eastern Box Turtle,6/27/2022,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"2901 Barracks Rd, Charlottesville, VA 22901, USA",Barrack's road 1/10 of a mile west of Georgetown Road,38.06135941,-78.50901794,176.6970215,Died
Wildlife Center of Virginia,15-0055771,15-2096,Eastern Box Turtle,9/28/2015,Collision / Moving object / Car/truck/motorcycle,VA,Shenandoah County,"2904 Hepner Rd, Mt Jackson, VA 22842, USA",,38.7506309,-78.8096683,476.1516113,Euthanized
Wildlife Center of Virginia,19-0048562,19-2431,Eastern Box Turtle,8/1/2019,Collision / Moving object / Car/truck/motorcycle,VA,Louisa County,"2906 Owens Creek Rd, Mineral, VA 23117, USA",,37.8052784,-77.8564477,96.13660431,Released
Wildlife Center of Virginia,18-0149975,18-2927,eastern gray squirrel,10/15/2018,Collision / Moving object / Car/truck/motorcycle,VA,Orange County,"293 E Main St, Orange, VA 22960, USA",,38.2480851,-78.1027791,157.0057983,Euthanized
Wildlife Center of Virginia,17-0029650,17-1292,Coastal Plain Cooter,6/4/2017,Collision / Moving object / Car/truck/motorcycle,VA,Chesapeake (City),"2935 Portsmouth Blvd, Chesapeake, VA 23321, USA",,36.7722005,-76.4578034,8,Released
Wildlife Center of Virginia,22-0039643,22-2355,Eastern Box Turtle,7/15/2022,Collision / Moving object / Car/truck/motorcycle,VA,Page County,"2940 S Page Valley Rd, Luray, VA 22835, USA",,38.72289658,-78.46403503,251.0474091,Euthanized
Wildlife Center of Virginia,20-0039281,20-1612,Eastern Box Turtle,6/9/2020,Collision / Moving object / Car/truck/motorcycle,VA,Madison County,"2945 Etlan Rd, Etlan, VA 22719, USA",,38.5224075,-78.2858299,219.7342529,Euthanized
Wildlife Center of Virginia,18-0119092,18-1855,Hooded Merganser,7/6/2018,Collision / Moving object / Car/truck/motorcycle,VA,Montgomery County,"2950 Den Hill Rd, Christiansburg, VA 24073, USA",,37.1550614,-80.3079376,533.8218994,Died
Wildlife Center of Virginia,21-0052439,21-2860,Virginia Opossum,8/11/2021,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"2958 Garth Rd, Charlottesville, VA 22901, USA",,38.10298538,-78.59133911,142.6220093,Euthanized
Wildlife Center of Virginia,18-0031861,18-1278,Eastern Box Turtle,6/4/2018,Collision / Moving object / Car/truck/motorcycle,VA,Augusta County,"2968 Parkersburg Turnpike, Swoope, VA 24479, USA",,38.1864482,-79.2296537,523.8343506,Euthanized
Wildlife Center of Virginia,23-0076208,23-3319,Eastern Box Turtle,9/8/2023,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"2972 Carters Mountain Rd, Charlottesville, VA 22902, USA",,37.95474625,-78.47660065,174.5484772,Euthanized
Wildlife Center of Virginia,22-0026806,22-1566,Eastern Painted Turtle,6/5/2022,Collision / Moving object / Car/truck/motorcycle,VA,Augusta County,"2974 East Side Hwy, Grottoes, VA 24441, USA",,38.19073868,-78.840065,376.1019897,Euthanized
Wildlife Center of Virginia,16-0004181,16-0028,Bald Eagle,1/28/2016,Collision / Moving object / Car/truck/motorcycle,VA,Surry County,"2984 Martin Luther King Hwy, Waverly, VA 23890, USA",,37.095901,-77.03507,34.62142563,Died
Wildlife Center of Virginia,19-0073322,19-3169,eastern gray squirrel,11/4/2019,Collision / Moving object / Car/truck/motorcycle,VA,Augusta County,"299 Howardsville Turnpike, Stuarts Draft, VA 24477, USA",,38.0068853,-79.0225111,452.6832581,Euthanized
Wildlife Center of Virginia,18-0158737,18-3111,Gray Fox,12/5/2018,Collision / Moving object / Car/truck/motorcycle,VA,Shenandoah County,"2991 Quicksburg Rd, Quicksburg, VA 22847, USA",,38.6986834,-78.6821786,295.0387573,Died
Wildlife Center of Virginia,20-0034542,20-1371,Eastern Box Turtle,5/30/2020,Collision / Moving object / Car/truck/motorcycle,VA,Chesterfield County,"2nd Branch Rd & Beach Rd, Matoaca, VA 23838, USA",Found at entrance to Carter's Mill East Neighborhood,37.3500518,-77.6241049,92.9718399,Euthanized
Wildlife Center of Virginia,19-0069044,19-3088,Eastern Screech-Owl,10/15/2019,Collision / Moving object / Car/truck/motorcycle,VA,Waynesboro (City),"2nd St, Waynesboro, VA 22980, USA",,38.0768873,-78.8703575,399.0163574,Euthanized
Wildlife Center of Virginia,19-0031658,19-1580,Barn Swallow,6/14/2019,Collision / Moving object / Car/truck/motorcycle,VA,Page County,"3 Farmview Rd, Luray, VA 22835, USA",,38.629987,-78.433841,277.9654236,Euthanized
Wildlife Center of Virginia,22-0064441,22-3661,eastern gray squirrel,12/20/2022,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"3 Four Seasons Dr, Charlottesville, VA 22901, USA",,38.07794571,-78.48336792,144.7853699,Euthanized
Wildlife Center of Virginia,20-0016889,20-0453,Raccoon,4/11/2020,Collision / Moving object / Car/truck/motorcycle,VA,Augusta County,"30 Sangers Ln, Staunton, VA 24401, USA",On 250 near Hometown Grill,38.1265728,-79.0321871,416.0957336,Euthanized
Wildlife Center of Virginia,18-0157494,18-3086,Canada Goose,11/26/2018,Collision / Moving object / Car/truck/motorcycle,VA,Augusta County,"30 Shalom Rd, Waynesboro, VA 22980, USA",,38.0471709,-78.9734761,442.9705505,Euthanized
Wildlife Center of Virginia,18-0122450,18-2020,white-tailed deer,7/15/2018,Collision / Moving object / Car/truck/motorcycle,VA,Augusta County,"30 Tinkling Spring Dr, Fishersville, VA 22939, USA",,38.0849759,-78.982067,414.6132813,Euthanized
Wildlife Center of Virginia,16-0039502,16-1324,Eastern Painted Turtle,6/24/2016,Collision / Moving object / Car/truck/motorcycle,VA,Augusta County,"30 Windward Dr #102, Fishersville, VA 22939, USA",,38.10468028,-78.9786954,423.3873291,Released
Wildlife Center of Virginia,19-0028443,19-1375,Virginia Opossum,6/6/2019,Collision / Moving object / Car/truck/motorcycle,VA,Augusta County,"30 Windward Dr, Fishersville, VA 22939, USA",,38.1060773,-78.9806106,428.124939,Euthanized
Wildlife Center of Virginia,15-0039800,15-1545,Virginia Opossum,7/14/2015,Collision / Moving object / Car/truck/motorcycle,VA,Staunton (City),"300 National Avenue, Staunton, VA 24401, USA",near western state hospital entrance,38.142203,-79.036789,435.084198,Transferred
Wildlife Center of Virginia,15-0039801,15-1544,Virginia Opossum,7/14/2015,Collision / Moving object / Car/truck/motorcycle,VA,Staunton (City),"300 National Avenue, Staunton, VA 24401, USA",near western state hospital entrance,38.142203,-79.036789,435.084198,Transferred
Wildlife Center of Virginia,15-0039802,15-1543,Virginia Opossum,7/14/2015,Collision / Moving object / Car/truck/motorcycle,VA,Staunton (City),"300 National Avenue, Staunton, VA 24401, USA",near western state hospital entrance,38.142203,-79.036789,435.084198,Transferred
Wildlife Center of Virginia,15-0039803,15-1542,Virginia Opossum,7/14/2015,Collision / Moving object / Car/truck/motorcycle,VA,Staunton (City),"300 National Avenue, Staunton, VA 24401, USA",near western state hospital entrance,38.142203,-79.036789,435.084198,Transferred
Wildlife Center of Virginia,15-0039804,15-1541,Virginia Opossum,7/14/2015,Collision / Moving object / Car/truck/motorcycle,VA,Staunton (City),"300 National Avenue, Staunton, VA 24401, USA",near western state hospital entrance,38.142203,-79.036789,435.084198,Transferred
Wildlife Center of Virginia,15-0039805,15-1540,Virginia Opossum,7/14/2015,Collision / Moving object / Car/truck/motorcycle,VA,Staunton (City),"300 National Avenue, Staunton, VA 24401, USA",near western state hospital entrance,38.142203,-79.036789,435.084198,Transferred
Wildlife Center of Virginia,15-0039806,15-1539,Virginia Opossum,7/14/2015,Collision / Moving object / Car/truck/motorcycle,VA,Staunton (City),"300 National Avenue, Staunton, VA 24401, USA",near western state hospital entrance,38.142203,-79.036789,435.084198,Transferred
Wildlife Center of Virginia,22-0009556,22-0408,Red Fox,4/4/2022,Collision / Moving object / Car/truck/motorcycle,VA,Staunton (City),"300 Statler Blvd, Staunton, VA 24401, USA",,38.15739822,-79.06369019,427.8189392,Transferred
Wildlife Center of Virginia,23-0006999,23-0305,Red-shouldered Hawk,3/23/2023,Collision / Moving object / Car/truck/motorcycle,VA,Nelson County,"3000 Laurel Rd, Shipman, VA 22971, USA",,37.78613663,-78.76023865,185.0773773,Euthanized
Wildlife Center of Virginia,14-0027448,14-1338,Virginia Opossum,6/21/2014,Collision / Moving object / Car/truck/motorcycle,VA,Waynesboro (City),"3004 Village Drive, Waynesboro, VA 22980, USA",,38.084586,-78.928727,427.0726624,Transferred
Wildlife Center of Virginia,14-0027449,14-1339,Virginia Opossum,6/21/2014,Collision / Moving object / Car/truck/motorcycle,VA,Waynesboro (City),"3004 Village Drive, Waynesboro, VA 22980, USA",,38.084586,-78.928727,427.0726624,Released
Wildlife Center of Virginia,14-0027450,14-1340,Virginia Opossum,6/21/2014,Collision / Moving object / Car/truck/motorcycle,VA,Waynesboro (City),"3004 Village Drive, Waynesboro, VA 22980, USA",,38.084586,-78.928727,427.0726624,Died
Wildlife Center of Virginia,14-0027451,14-1341,Virginia Opossum,6/21/2014,Collision / Moving object / Car/truck/motorcycle,VA,Waynesboro (City),"3004 Village Drive, Waynesboro, VA 22980, USA",,38.084586,-78.928727,427.0726624,Released
Wildlife Center of Virginia,14-0027452,14-1342,Virginia Opossum,6/21/2014,Collision / Moving object / Car/truck/motorcycle,VA,Waynesboro (City),"3004 Village Drive, Waynesboro, VA 22980, USA",,38.084586,-78.928727,427.0726624,Released
Wildlife Center of Virginia,14-0027453,14-1343,Virginia Opossum,6/21/2014,Collision / Moving object / Car/truck/motorcycle,VA,Waynesboro (City),"3004 Village Drive, Waynesboro, VA 22980, USA",,38.084586,-78.928727,427.0726624,Released
Wildlife Center of Virginia,14-0027454,14-1344,Virginia Opossum,6/21/2014,Collision / Moving object / Car/truck/motorcycle,VA,Waynesboro (City),"3004 Village Drive, Waynesboro, VA 22980, USA",,38.084586,-78.928727,427.0726624,Released
Wildlife Center of Virginia,14-0027455,14-1345,Virginia Opossum,6/21/2014,Collision / Moving object / Car/truck/motorcycle,VA,Waynesboro (City),"3004 Village Drive, Waynesboro, VA 22980, USA",,38.084586,-78.928727,427.0726624,Released
Wildlife Center of Virginia,14-0027456,14-1346,Virginia Opossum,6/21/2014,Collision / Moving object / Car/truck/motorcycle,VA,Waynesboro (City),"3004 Village Drive, Waynesboro, VA 22980, USA",,38.084586,-78.928727,427.0726624,Transferred
Wildlife Center of Virginia,14-0027457,14-1347,Virginia Opossum,6/21/2014,Collision / Moving object / Car/truck/motorcycle,VA,Waynesboro (City),"3004 Village Drive, Waynesboro, VA 22980, USA",,38.084586,-78.928727,427.0726624,Euthanized
Wildlife Center of Virginia,17-0023130,17-1015,Eastern Screech-Owl,5/19/2017,Collision / Moving object / Car/truck/motorcycle,VA,Rockingham County,"3006 Rolling Meadow Ln, Keezletown, VA 22832, USA",,38.4339193,-78.7822367,446.2193298,Euthanized
Wildlife Center of Virginia,16-0017771,16-0460,Snapping Turtle,4/29/2016,Collision / Moving object / Car/truck/motorcycle,VA,Waynesboro (City),"301 Arch Ave, Waynesboro, VA 22980, USA",,38.064976,-78.88866,390.4397888,Released
Wildlife Center of Virginia,23-0008142,23-0412,Dekay's Brown Snake,3/31/2023,Collision / Moving object / Car/truck/motorcycle,VA,Amherst County,"301 Cir Brk Dr, Monroe, VA 24574, USA",,37.57195663,-79.29521179,288.7472839,Died
Wildlife Center of Virginia,19-0050949,19-2531,Eastern Box Turtle,8/9/2019,Collision / Moving object / Car/truck/motorcycle,VA,Rockbridge County,"3017 Forge Rd, Glasgow, VA 24555, USA",,37.6782371,-79.4433397,275.5701294,Released
Wildlife Center of Virginia,21-0064636,21-3405,American Crow,9/30/2021,Collision / Moving object / Car/truck/motorcycle,VA,Waynesboro (City),"302 E Main St, Waynesboro, VA 22980, USA",,38.06728363,-78.8824234,390.0840759,Died
Wildlife Center of Virginia,19-0044715,19-2269,Eastern Cottontail,7/21/2019,Collision / Moving object / Car/truck/motorcycle,VA,Waynesboro (City),"302 King Ave, Waynesboro, VA 22980, USA",,38.0770454,-78.8903863,402.6428223,Died
