Organization Name,Case Number,Patient ID,Common Species Name,Date Admitted,Circumstances of Rescue,Rescue State,Rescue Juristiction,Rescue Address,Other Rescue Information,Latitude,Longitude,Elevation,Disposition
Wildlife Center of Virginia,18-0120190,18-1918,white-tailed deer,7/9/2018,Collision / Moving object / Car/truck/motorcycle,VA,Richmond (City),"3025 Columbia St, Richmond, VA 23234, USA",,37.481169,-77.443655,25.92418098,Euthanized
Wildlife Center of Virginia,18-0117848,DOA18-0083,Virginia Opossum,7/3/2018,Collision / Moving object / Car/truck/motorcycle,VA,Rockbridge County,"3026 Turkey Hill Rd, Rockbridge Baths, VA 24473, USA",,37.8879158,-79.4349835,408.1844788,Died
Wildlife Center of Virginia,23-0006912,23-0294,Virginia Opossum,3/22/2023,Collision / Moving object / Car/truck/motorcycle,VA,Rockbridge County,"3026 Turkey Hill Rd, Rockbridge Baths, VA 24473, USA",,37.88791656,-79.4349823,406.9758911,Euthanized
Wildlife Center of Virginia,23-0006913,23-0295,Virginia Opossum,3/22/2023,Collision / Moving object / Car/truck/motorcycle,VA,Rockbridge County,"3026 Turkey Hill Rd, Rockbridge Baths, VA 24473, USA",,37.88791656,-79.4349823,406.9758911,Euthanized
Wildlife Center of Virginia,23-0006914,23-0296,Virginia Opossum,3/22/2023,Collision / Moving object / Car/truck/motorcycle,VA,Rockbridge County,"3026 Turkey Hill Rd, Rockbridge Baths, VA 24473, USA",,37.88791656,-79.4349823,406.9758911,Euthanized
Wildlife Center of Virginia,23-0006915,23-0297,Virginia Opossum,3/22/2023,Collision / Moving object / Car/truck/motorcycle,VA,Rockbridge County,"3026 Turkey Hill Rd, Rockbridge Baths, VA 24473, USA",,37.88791656,-79.4349823,406.9758911,Euthanized
Wildlife Center of Virginia,23-0006916,23-0298,Virginia Opossum,3/22/2023,Collision / Moving object / Car/truck/motorcycle,VA,Rockbridge County,"3026 Turkey Hill Rd, Rockbridge Baths, VA 24473, USA",,37.88791656,-79.4349823,406.9758911,Euthanized
Wildlife Center of Virginia,23-0006917,23-0299,Virginia Opossum,3/22/2023,Collision / Moving object / Car/truck/motorcycle,VA,Rockbridge County,"3026 Turkey Hill Rd, Rockbridge Baths, VA 24473, USA",,37.88791656,-79.4349823,406.9758911,Euthanized
Wildlife Center of Virginia,23-0006918,23-0300,Virginia Opossum,3/22/2023,Collision / Moving object / Car/truck/motorcycle,VA,Rockbridge County,"3026 Turkey Hill Rd, Rockbridge Baths, VA 24473, USA",,37.88791656,-79.4349823,406.9758911,Euthanized
Wildlife Center of Virginia,23-0006919,23-0301,Virginia Opossum,3/22/2023,Collision / Moving object / Car/truck/motorcycle,VA,Rockbridge County,"3026 Turkey Hill Rd, Rockbridge Baths, VA 24473, USA",,37.88791656,-79.4349823,406.9758911,Euthanized
Wildlife Center of Virginia,23-0006920,23-0302,Virginia Opossum,3/22/2023,Collision / Moving object / Car/truck/motorcycle,VA,Rockbridge County,"3026 Turkey Hill Rd, Rockbridge Baths, VA 24473, USA",,37.88791656,-79.4349823,406.9758911,Euthanized
Wildlife Center of Virginia,23-0006928,DOA23-0016,Virginia Opossum,3/22/2023,Collision / Moving object / Car/truck/motorcycle,VA,Rockbridge County,"3026 Turkey Hill Rd, Rockbridge Baths, VA 24473, USA",,37.88791656,-79.4349823,406.9758911,Died
Wildlife Center of Virginia,23-0078591,23-3511,Eastern Box Turtle,9/23/2023,Collision / Moving object / Car/truck/motorcycle,VA,Louisa County,"3027 3 Notch Rd, Louisa, VA 23093, USA",,37.92814636,-78.10333252,142.2496185,Euthanized
Wildlife Center of Virginia,17-0086275,17-2272,Virginia Opossum,9/3/2017,Collision / Moving object / Car/truck/motorcycle,VA,Rockingham County,"304 4th St, Grottoes, VA 24441, USA",,38.263966,-78.8270715,341.4057007,Euthanized
Wildlife Center of Virginia,19-0062244,19-2957,Eastern Box Turtle,9/21/2019,Collision / Moving object / Car/truck/motorcycle,VA,Prince Edward County,"305 Milnwood Rd, Farmville, VA 23901, USA",,37.2886419,-78.3774469,134.2142334,Euthanized
Wildlife Center of Virginia,22-0029846,22-1728,Snapping Turtle,6/15/2022,Collision / Moving object / Car/truck/motorcycle,VA,Harrisonburg (City),"305 S Dogwood Dr, Harrisonburg, VA 22801, USA",Found in road next to Westover Park,38.44966507,-78.88169861,405.2946777,Died
Wildlife Center of Virginia,18-0002403,18-0017,Eastern Screech-Owl,1/9/2018,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"3051 Carters Mountain Rd, Charlottesville, VA 22902, USA",,37.948562,-78.47665,161.2232971,Euthanized
Wildlife Center of Virginia,21-0009756,21-0323,Eastern Cottontail,3/27/2021,Collision / Moving object / Car/truck/motorcycle,VA,Page County,"306 Aylor Grubbs Ave, Stanley, VA 22851, USA",,38.57862091,-78.50315094,332.8676453,Euthanized
Wildlife Center of Virginia,23-0085413,23-3839,Raccoon,11/10/2023,Collision / Moving object / Car/truck/motorcycle,VA,Augusta County,"307 Cattle Scales Rd, Waynesboro, VA 22980, USA",,38.11200714,-78.89118195,411.9989319,Euthanized
Wildlife Center of Virginia,20-0013037,20-0291,American Robin,3/29/2020,Collision / Moving object / Car/truck/motorcycle,VA,Augusta County,"3070 Deerfield Valley Rd, Deerfield, VA 24432, USA",,38.1963244,-79.404557,528.541626,Released
Wildlife Center of Virginia,15-0008021,15-0155,American Robin,3/14/2015,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"3070 Morewood Lane, Charlottesville, VA 22901, USA",,38.069341,-78.664355,198.1399231,Died
Wildlife Center of Virginia,23-0022572,23-1482,Eastern Box Turtle,5/31/2023,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"3070 Rolling Rd, Scottsville, VA 24590, USA",,37.95301437,-78.46478271,164.6107941,Euthanized
Wildlife Center of Virginia,17-0097783,17-2632,Virginia Opossum,11/5/2017,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"3074 Doctors Crossing, Charlottesville, VA 22911, USA",,38.120548,-78.375443,158.5024261,Euthanized
Wildlife Center of Virginia,18-0028778,18-1156,European Starling,5/28/2018,Collision / Moving object / Car/truck/motorcycle,VA,Goochland County,"3075 River Rd W, Goochland, VA 23063, USA",,38.03923918,-78.91379936,448.8734436,Euthanized
Wildlife Center of Virginia,23-0012146,23-0755,woodchuck,4/24/2023,Collision / Moving object / Car/truck/motorcycle,VA,Staunton (City),"308 Fayette St, Staunton, VA 24401, USA",,38.14585876,-79.07749176,442.1058655,Transferred
Wildlife Center of Virginia,22-0034152,22-2066,European Starling,6/28/2022,Collision / Moving object / Car/truck/motorcycle,VA,Augusta County,"3090 Deerfield Valley Rd, Deerfield, VA 24432, USA",,38.19652176,-79.40627289,530.0322876,Euthanized
Wildlife Center of Virginia,19-0037872,19-1947,Eastern Box Turtle,6/29/2019,Collision / Moving object / Car/truck/motorcycle,VA,Madison County,"3090 Shelby Rd, Rochelle, VA 22738, USA",,38.3227373,-78.3207234,171.0213165,Euthanized
Wildlife Center of Virginia,19-0002763,19-0054,Eastern Screech-Owl,1/24/2019,Collision / Moving object / Car/truck/motorcycle,VA,Bath County,"30904 Mountain Valley Rd, Millboro, VA 24460, USA",,37.9947895,-79.6139324,418.5644226,Euthanized
Wildlife Center of Virginia,23-0066170,23-2659,Canada Goose,7/23/2023,Collision / Moving object / Car/truck/motorcycle,VA,New Kent County,"3091 Kendrick Dr, Mechanicsville, VA 23111, USA",,37.56749725,-77.20435333,65.31780243,Euthanized
Wildlife Center of Virginia,14-0029744,14-1478,Red Fox,6/29/2014,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"31 Blenheim Farm, Charlottesville, VA 22902, USA",,37.9322809,-78.4999094,210.9026184,Euthanized
Wildlife Center of Virginia,14-0034538,14-1680,Virginia Opossum,7/20/2014,Collision / Moving object / Car/truck/motorcycle,VA,Augusta County,"31 Jeff Gordons Lane, Goshen, VA 24439, USA",,38.051419,-79.420608,480.2568054,Died
Wildlife Center of Virginia,14-0034539,14-1681,Virginia Opossum,7/20/2014,Collision / Moving object / Car/truck/motorcycle,VA,Augusta County,"31 Jeff Gordons Lane, Goshen, VA 24439, USA",,38.051419,-79.420608,480.2568054,Died
Wildlife Center of Virginia,14-0034540,14-1682,Virginia Opossum,7/20/2014,Collision / Moving object / Car/truck/motorcycle,VA,Augusta County,"31 Jeff Gordons Lane, Goshen, VA 24439, USA",,38.051419,-79.420608,480.2568054,Died
Wildlife Center of Virginia,14-0034541,14-1683,Virginia Opossum,7/20/2014,Collision / Moving object / Car/truck/motorcycle,VA,Augusta County,"31 Jeff Gordons Lane, Goshen, VA 24439, USA",,38.051419,-79.420608,480.2568054,Died
Wildlife Center of Virginia,23-0020060,23-1329,American Robin,5/23/2023,Collision / Moving object / Car/truck/motorcycle,VA,Staunton (City),"310 Devon Rd, Staunton, VA 24401, USA",,38.16337585,-79.09951782,491.0292969,Died
Wildlife Center of Virginia,22-0016766,22-0928,eastern gray squirrel,5/7/2022,Collision / Moving object / Car/truck/motorcycle,VA,Richmond (City),"3100 Porter St, Richmond, VA 23225, USA",,37.51532364,-77.46479797,53.75064087,Euthanized
Wildlife Center of Virginia,17-0025386,17-1107,Virginia Opossum,5/24/2017,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"3104 Darby Rd, Keswick, VA 22947, USA",,37.999439,-78.392977,115.9536819,Euthanized
Wildlife Center of Virginia,17-0026017,17-1124,Eastern Painted Turtle,5/26/2017,Collision / Moving object / Car/truck/motorcycle,VA,Caroline County,"31046 Richmond Turnpike, Hanover, VA 23069, USA",,37.8348378,-77.3693461,61.59321213,Euthanized
Wildlife Center of Virginia,17-0037346,17-1541,Raccoon,6/23/2017,Collision / Moving object / Car/truck/motorcycle,VA,Rockingham County,"3105 John Wayland Hwy, Dayton, VA 22821, USA",,38.4090902,-78.9440925,371,Euthanized
Wildlife Center of Virginia,17-0037347,17-1542,Raccoon,6/23/2017,Collision / Moving object / Car/truck/motorcycle,VA,Rockingham County,"3105 John Wayland Hwy, Dayton, VA 22821, USA",,38.4090902,-78.9440925,371,Euthanized
Wildlife Center of Virginia,23-0076180,23-3309,Virginia Opossum,9/8/2023,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"3116 Woodcreek Dr, Charlottesville, VA 22911, USA",,38.09105301,-78.38922119,130.8478088,Euthanized
Wildlife Center of Virginia,23-0028113,23-1957,Eastern Box Turtle,6/20/2023,Collision / Moving object / Car/truck/motorcycle,VA,Richmond (City),"3124 Broad Rock Blvd, Richmond, VA 23224, USA",,37.47343063,-77.48257446,64.1571579,Euthanized
Wildlife Center of Virginia,20-0023651,20-0800,Eastern Box Turtle,5/4/2020,Collision / Moving object / Car/truck/motorcycle,VA,Covington (City),"3136 S Pitzer Ridge Rd, Covington, VA 24426, USA",,37.749801,-79.9920829,403.9293823,Euthanized
Wildlife Center of Virginia,15-0039902,15-1550,white-tailed deer,7/14/2015,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"3144 Old Lynchburg Road, North Garden, VA 22959, USA",,37.926344,-78.614676,207.8381805,Euthanized
Wildlife Center of Virginia,21-0030605,21-1652,Eastern Box Turtle,6/4/2021,Collision / Moving object / Car/truck/motorcycle,VA,Orange County,"31440 Constitution Hwy, Locust Grove, VA 22508, USA",Johnson's Funeral Home,38.30093002,-77.82234192,126.6519241,Euthanized
Wildlife Center of Virginia,18-0134172,18-2428,Eastern Painted Turtle,8/14/2018,Collision / Moving object / Car/truck/motorcycle,VA,Goochland County,"3150 River Rd W, Goochland, VA 23063, USA",,37.6964374,-77.8897855,86.1661377,Euthanized
Wildlife Center of Virginia,20-0050834,20-2340,white-tailed deer,7/8/2020,Collision / Moving object / Car/truck/motorcycle,VA,Nelson County,"3154 Afton Mountain Rd, Afton, VA 22920, USA",,38.032467,-78.839127,422.3678894,Euthanized
Wildlife Center of Virginia,23-0030181,23-2120,Eastern Cottontail,6/27/2023,Collision / Moving object / Car/truck/motorcycle,VA,Rockingham County,"3158 Construction Ln, Broadway, VA 22815, USA",,38.59561157,-78.78945923,384.1385803,Euthanized
Wildlife Center of Virginia,17-0035297,17-1487,Northern Cardinal,6/19/2017,Collision / Moving object / Car/truck/motorcycle,VA,Rockbridge County,"316 Nature Camp Trail, Vesuvius, VA 24483, USA",,37.87761,-79.2213055,432.1164551,Died
Wildlife Center of Virginia,16-0024979,16-0755,Whip-poor-will,5/19/2016,Collision / Moving object / Car/truck/motorcycle,VA,Bath County,"316 Power Station Rd, Warm Springs, VA 24484, USA",,38.193467,-79.8129957,615.7805786,Euthanized
Wildlife Center of Virginia,15-0032870,15-1262,Eastern Painted Turtle,6/21/2015,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"3171 Autumn Woods Drive, Charlottesville, VA 22911, USA",,38.123447,-78.430128,148.3447113,Euthanized
Wildlife Center of Virginia,21-0018032,21-0872,Red-tailed Hawk,5/2/2021,Collision / Moving object / Car/truck/motorcycle,VA,Rockingham County,"3171 James Branch Rd, Harrisonburg, VA 22802, USA",,38.52527237,-78.71047211,384.3466187,Euthanized
Wildlife Center of Virginia,14-0057824,14-2407,Barred Owl,12/21/2014,Collision / Moving object / Car/truck/motorcycle,VA,Rockingham County,"3181 Friedens Church Road, Mount Crawford, VA 22841, USA",,38.3454874,-78.8874901,402.6652832,Euthanized
Wildlife Center of Virginia,18-0010818,18-0187,Canada Goose,3/23/2018,Collision / Moving object / Car/truck/motorcycle,VA,Waynesboro (City),"3185 W Main St, Waynesboro, VA 22980, USA",near Texaco station,38.0835561,-78.93229,431.6089783,Died
Wildlife Center of Virginia,22-0016628,22-0895,Eastern Cottontail,5/6/2022,Collision / Moving object / Car/truck/motorcycle,VA,Lexington (City),"319 Letcher Ave, Lexington, VA 24450, USA",VMI Track,37.78899765,-79.43907166,317.1861572,Euthanized
Wildlife Center of Virginia,22-0016630,22-0894,Eastern Cottontail,5/6/2022,Collision / Moving object / Car/truck/motorcycle,VA,Lexington (City),"319 Letcher Ave, Lexington, VA 24450, USA",VMI Track,37.78899765,-79.43907166,317.1861572,Euthanized
Wildlife Center of Virginia,18-0128077,18-2232,American Robin,7/27/2018,Collision / Moving object / Car/truck/motorcycle,VA,Waynesboro (City),"319 Link Rd, Waynesboro, VA 22980, USA",,38.080911,-78.8919781,407.5577698,Euthanized
Wildlife Center of Virginia,21-0055868,21-3037,Broad-winged Hawk,8/23/2021,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"3200 Flannigan Branch Ln, Charlottesville, VA 22911, USA",,38.10440826,-78.38748932,123.6292038,Released
Wildlife Center of Virginia,16-0028378,16-0880,Eastern Screech-Owl,5/27/2016,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"3200 Middle Mountain Rd, Crozet, VA 22932, USA",,38.1238512,-78.7489289,577.9938354,Euthanized
Wildlife Center of Virginia,18-0125830,18-2167,Broad-winged Hawk,7/23/2018,Collision / Moving object / Car/truck/motorcycle,VA,Bedford County,"3214 Spinnaker Point, Forest, VA 24551, USA",,37.3920699,-79.25906,221.9547272,Died
Wildlife Center of Virginia,23-0004243,23-0072,Red Fox,1/26/2023,Collision / Moving object / Car/truck/motorcycle,VA,Orange County,"32210 Angus Ct, Locust Grove, VA 22508, USA",,38.29497147,-77.81322479,137.2055206,Euthanized
Wildlife Center of Virginia,18-0118914,18-1848,Virginia Opossum,7/5/2018,Collision / Moving object / Car/truck/motorcycle,VA,Rockbridge County,"3227 Maury River Rd, Lexington, VA 24450, USA",,37.8712731,-79.3876184,367.1996765,Euthanized
Wildlife Center of Virginia,19-0066839,19-3053,Barred Owl,10/8/2019,Collision / Moving object / Car/truck/motorcycle,VA,Buckingham County,"3229 Diana Mill Rd, Arvonia, VA 23004, USA",,37.7194315,-78.4317531,136.9766846,Released
Wildlife Center of Virginia,21-0079248,21-3782,Bald Eagle,12/21/2021,Collision / Moving object / Car/truck/motorcycle,VA,Northampton County,"32386 Lankford Hwy, Cape Charles, VA 23310, USA",,37.13304138,-75.96751404,5.894693852,Euthanized
Wildlife Center of Virginia,14-0006155,14-0176,Eastern Screech-Owl,3/24/2014,Collision / Moving object / Car/truck/motorcycle,VA,Roanoke County,"3243 Flatwoods Road, Elliston, VA 24087, USA",,37.2626098,-80.2750428,445.6199341,Transferred
Wildlife Center of Virginia,22-0061789,22-3552,Yellow-bellied Sapsucker,11/19/2022,Collision / Moving object / Car/truck/motorcycle,VA,Henrico County,"3245 Basie Rd, Richmond, VA 23228, USA",,37.61489868,-77.51383972,75.84156799,Euthanized
Wildlife Center of Virginia,16-0066912,16-2224,Snapping Turtle,10/3/2016,Collision / Moving object / Car/truck/motorcycle,VA,Goochland County,"3257 Cooley Rd, Gum Spring, VA 23065, USA",,37.792,-77.924074,115.9614792,Released
Wildlife Center of Virginia,23-0069165,23-2856,Eastern Box Turtle,8/5/2023,Collision / Moving object / Car/truck/motorcycle,VA,Rockingham County,"3258 Martz Rd, Harrisonburg, VA 22802, USA",,38.51870728,-78.71969604,426.7571106,Euthanized
Wildlife Center of Virginia,19-0074658,19-3203,Bald Eagle,11/11/2019,Collision / Moving object / Car/truck/motorcycle,VA,Essex County,"32614 Tidewater Trail, Center Cross, VA 22437, USA",,37.787527,-76.765962,33.83776093,Died
Wildlife Center of Virginia,20-0039695,20-1656,Eastern Box Turtle,6/11/2020,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"3276 Fox Mountain Rd, Crozet, VA 22932, USA",,38.1819665,-78.6149806,232.0013733,Euthanized
Wildlife Center of Virginia,16-0078047,16-2532,Eastern Box Turtle,12/18/2016,Collision / Moving object / Car/truck/motorcycle,VA,Albemarle County,"3277 Garth Rd, Charlottesville, VA 22901, USA",,38.1046369,-78.6061299,220.1893158,Released
Wildlife Center of Virginia,16-0043597,16-1451,American Robin,7/5/2016,Collision / Moving object / Car/truck/motorcycle,VA,Augusta County,"3280 Stuarts Draft Hwy, Waynesboro, VA 22980, USA",Liberty Gas Station,38.043214,-79.008798,446.8083496,Euthanized
Wildlife Center of Virginia,22-0013043,22-0597,Virginia Opossum,4/24/2022,Collision / Moving object / Car/truck/motorcycle,VA,Rockingham County,"330 College St, Dayton, VA 22821, USA",,38.41670227,-78.93832397,367.2952576,Euthanized
Wildlife Center of Virginia,22-0058542,22-3443,eastern gray squirrel,10/21/2022,Collision / Moving object / Car/truck/motorcycle,VA,Lexington (City),"330 Enfield Rd, Lexington, VA 24450, USA",,37.78596497,-79.45594788,328.215271,Released
Wildlife Center of Virginia,21-0016048,21-0689,Barred Owl,4/26/2021,Collision / Moving object / Car/truck/motorcycle,VA,Orange County,"3323 James Madison Hwy, Gordonsville, VA 22942, USA",,38.0845108,-78.17967987,138.3691254,Euthanized
Wildlife Center of Virginia,16-0042440,16-1411,Eastern Box Turtle,7/2/2016,Collision / Moving object / Car/truck/motorcycle,VA,Amherst County,"3327 S Amherst Hwy, Monroe, VA 24574, USA",in front of amherst vet clinic,37.4925215,-79.1239817,260.0842896,Euthanized
